0.01,0.0001,-1,0,0,0,-0.0003,0
0.01,0.0028,-1,0.0026,0.2586,25.6013,-0.0053,-0.0051
0.01,0.0099,-1,0.0098,0.7218,46.5605,-0.0235,-0.0233
0.01,0.0219,-1,0.0218,1.1911,46.7309,-0.0594,-0.0592
0.01,0.0383,-1,0.0382,1.6581,47.0918,-0.1131,-0.1128
0.01,0.0597,-1.0001,0.0595,2.1265,46.6687,-0.1848,-0.1846
0.01,0.0856,-1.0002,0.0855,2.5944,46.8153,-0.2751,-0.2749
0.01,0.1161,-1.0005,0.116,3.0611,46.8334,-0.3836,-0.3833
0.01,0.1515,-1.0008,0.1513,3.5285,46.6768,-0.511,-0.5108
0.01,0.1914,-1.0012,0.1913,3.9951,46.6138,-0.6579,-0.6576
0.01,0.236,-1.0019,0.2359,4.4612,46.6019,-0.8242,-0.8239
0.01,0.2852,-1.0027,0.2851,4.9259,46.5308,-1.0103,-1.01
0.01,0.3391,-1.0039,0.339,5.3901,46.4355,-1.2169,-1.2166
0.01,0.3976,-1.0054,0.3975,5.853,46.3076,-1.4446,-1.4443
0.01,0.4607,-1.0073,0.4606,6.3147,46.2116,-1.6939,-1.6936
0.01,0.5284,-1.0096,0.5284,6.7758,46.1018,-1.9657,-1.9654
0.01,0.6007,-1.0125,0.6007,7.2352,45.9359,-2.2607,-2.2604
0.01,0.6776,-1.0159,0.6777,7.6938,45.8101,-2.58,-2.5797
0.01,0.759,-1.0201,0.7592,8.1498,45.6042,-2.9242,-2.9239
0.01,0.8449,-1.0251,0.8452,8.6046,45.4991,-3.2941,-3.2939
0.01,0.9353,-1.0309,0.9358,9.0574,45.2834,-3.6912,-3.6909
0.01,1.0301,-1.0378,1.0309,9.5076,45.035,-4.1166,-4.1164
0.01,1.1293,-1.0458,1.1304,9.9561,44.8388,-4.5717,-4.5715
0.01,1.2329,-1.055,1.2344,10.4015,44.549,-5.0579,-5.0577
0.01,1.3408,-1.0655,1.3429,10.8446,44.315,-5.5768,-5.5765
0.01,1.4531,-1.0776,1.4558,11.2848,44.0073,-6.1301,-6.1299
0.01,1.5695,-1.0914,1.573,11.7213,43.6453,-6.7198,-6.7195
0.01,1.6899,-1.107,1.6944,12.1541,43.3093,-7.3473,-7.347
0.01,1.8146,-1.1246,1.8203,12.5848,43.0522,-8.0153,-8.015
0.01,1.9432,-1.1444,1.9504,13.0093,42.4511,-8.7263,-8.726
0.01,2.0756,-1.1666,2.0847,13.4305,42.125,-9.4822,-9.482
0.01,2.2118,-1.1915,2.2231,13.8468,41.6507,-10.2859,-10.2857
0.01,2.3517,-1.2191,2.3658,14.259,41.1899,-11.1407,-11.1405
0.01,2.4951,-1.2499,2.5124,14.6639,40.496,-12.0495,-12.0492
0.01,2.6419,-1.2839,2.6631,15.0649,40.1005,-13.0151,-13.0148
0.01,2.7917,-1.3216,2.8176,15.4586,39.3816,-14.0411,-14.0409
0.01,2.9447,-1.3631,2.9761,15.8473,38.8714,-15.1313,-15.131
0.01,3.1005,-1.4089,3.1384,16.229,38.1497,-16.2898,-16.2895
0.01,3.2587,-1.459,3.3044,16.6024,37.3589,-17.5198,-17.5196
0.01,3.4192,-1.514,3.4741,16.9712,36.8812,-18.8251,-18.8249
0.01,3.5814,-1.5741,3.6471,17.2985,32.7275,-20.2089,-20.2086
0.01,3.74,-1.6374,3.8179,17.0794,-21.9053,-21.6516,-21.6514
0.01,3.8938,-1.7034,3.9852,16.7255,-35.3778,-23.1252,-23.125
0.01,4.0427,-1.772,4.1492,16.4054,-32.016,-24.6211,-24.6208
0.01,4.1872,-1.8433,4.3103,16.1109,-29.4478,-26.138,-26.1378
0.01,4.3273,-1.9172,4.4687,15.8379,-27.3036,-27.6753,-27.6751
0.01,4.4632,-1.9937,4.6246,15.589,-24.8787,-29.2316,-29.2314
0.01,4.595,-2.0727,4.7782,15.3628,-22.6229,-30.8054,-30.8052
0.01,4.7228,-2.1542,4.9299,15.1612,-20.1647,-32.3952,-32.3949
0.01,4.8468,-2.2383,5.0797,14.9834,-17.781,-33.9996,-33.9993
0.01,4.9671,-2.325,5.228,14.8285,-15.4852,-35.617,-35.6167
0.01,5.0839,-2.4143,5.375,14.6987,-12.983,-37.2455,-37.2452
0.01,5.1972,-2.5062,5.5209,14.592,-10.6643,-38.883,-38.8828
0.01,5.3072,-2.6008,5.666,14.5116,-8.038,-40.5282,-40.528
0.01,5.414,-2.6982,5.8105,14.4527,-5.8992,-42.179,-42.1787
0.01,5.5178,-2.7984,5.9548,14.4211,-3.1596,-43.8331,-43.8329
0.01,5.6185,-2.9014,6.0988,14.411,-1.0098,-45.4886,-45.4884
0.01,5.7163,-3.0075,6.2431,14.4294,1.8379,-47.1439,-47.1436
0.01,5.8113,-3.1166,6.3879,14.4683,3.8942,-48.7973,-48.797
0.01,5.9035,-3.2289,6.5331,14.5328,6.4473,-50.4456,-50.4453
0.01,5.9931,-3.3445,6.6794,14.6237,9.0921,-52.0873,-52.087
0.01,6.0799,-3.4636,6.8267,14.7371,11.3412,-53.721,-53.7208
0.01,6.1642,-3.5862,6.9755,14.8759,13.8785,-55.3448,-55.3445
0.01,6.2458,-3.7124,7.1258,15.0371,16.1257,-56.9561,-56.9558
0.01,6.325,-3.8425,7.2781,15.2264,18.9247,-58.5539,-58.5536
0.01,6.4015,-3.9766,7.4325,15.4361,20.9649,-60.1368,-60.1366
0.01,6.4755,-4.1147,7.5892,15.6708,23.4752,-61.7024,-61.7022
0.01,6.5469,-4.2572,7.7486,15.9313,26.046,-63.2497,-63.2495
0.01,6.6156,-4.404,7.9106,16.2129,28.1665,-64.7774,-64.7772
0.01,6.6818,-4.5554,8.0759,16.521,30.8011,-66.2843,-66.284
0.01,6.7452,-4.7115,8.2444,16.8501,32.9107,-67.7693,-67.769
0.01,6.8058,-4.8722,8.4161,17.1772,32.721,-69.23,-69.2297
0.01,6.8618,-5.0325,8.5859,16.9811,-19.6199,-70.6442,-70.6439
0.01,6.9129,-5.1906,8.7521,16.6102,-37.0678,-71.9855,-71.9853
0.01,6.9595,-5.3462,8.9145,16.2438,-36.65,-73.249,-73.2488
0.01,7.0018,-5.4991,9.0732,15.8741,-36.9782,-74.4382,-74.4379
0.01,7.0403,-5.6493,9.2282,15.4965,-37.7333,-75.558,-75.5577
0.01,7.0752,-5.7964,9.3794,15.1107,-38.5817,-76.6117,-76.6114
0.01,7.1066,-5.9402,9.5266,14.7201,-39.0561,-77.6027,-77.6024
0.01,7.1349,-6.0806,9.6698,14.3226,-39.7557,-78.5347,-78.5344
0.01,7.1604,-6.2174,9.809,13.9201,-40.2506,-79.4111,-79.4108
0.01,7.1832,-6.3506,9.9441,13.5113,-40.8817,-80.2353,-80.2351
0.01,7.2036,-6.48,10.075,13.0973,-41.404,-81.0102,-81.0099
0.01,7.2217,-6.6054,10.2018,12.6786,-41.8928,-81.7382,-81.7379
0.01,7.2378,-6.7269,10.3243,12.256,-42.2517,-82.4224,-82.4221
0.01,7.2521,-6.8444,10.4427,11.8283,-42.7413,-83.0655,-83.0652
0.01,7.2646,-6.9577,10.5567,11.3959,-43.2268,-83.6693,-83.669
0.01,7.2755,-7.0667,10.6663,10.9609,-43.5204,-84.2356,-84.2353
0.01,7.2851,-7.1716,10.7716,10.5231,-43.7531,-84.7667,-84.7664
0.01,7.2934,-7.2719,10.8722,10.0804,-44.3202,-85.2642,-85.2639
0.01,7.3005,-7.3681,10.9687,9.6375,-44.2678,-85.7298,-85.7296
0.01,7.3066,-7.4597,11.0605,9.1893,-44.8492,-86.1653,-86.1651
0.01,7.3118,-7.547,11.148,8.7406,-44.8482,-86.572,-86.5717
0.01,7.3162,-7.6298,11.2309,8.2881,-45.2189,-86.9512,-86.9509
0.01,7.3199,-7.708,11.3092,7.8338,-45.4512,-87.3038,-87.3035
0.01,7.3229,-7.7819,11.3831,7.3788,-45.4431,-87.6312,-87.6309
0.01,7.3254,-7.851,11.4523,6.9201,-45.8718,-87.9342,-87.934
0.01,7.3274,-7.9156,11.5169,6.4614,-45.8815,-88.2136,-88.2133
0.01,7.329,-7.9756,11.5769,6.0012,-45.9855,-88.4703,-88.4701
0.01,7.3302,-8.0309,11.6322,5.5388,-46.3283,-88.7051,-88.7048
0.01,7.3312,-8.0816,11.683,5.0773,-46.1518,-88.9185,-88.9182
0.01,7.3319,-8.1278,11.7292,4.6128,-46.3858,-89.1116,-89.1113
0.01,7.3324,-8.1694,11.7707,4.1469,-46.4965,-89.2847,-89.2845
0.01,7.3328,-8.2061,11.8074,3.6807,-46.781,-89.4379,-89.4376
0.01,7.333,-8.2383,11.8397,3.2156,-46.3044,-89.572,-89.5717
0.01,7.3331,-8.2657,11.867,2.7467,-47.1264,-89.6872,-89.6869
0.01,7.3332,-8.2886,11.8899,2.2812,-46.4226,-89.7838,-89.7835
0.01,7.3333,-8.3067,11.9081,1.8107,-46.8236,-89.8625,-89.8623
0.01,7.3333,-8.3201,11.9214,1.3419,-47.2101,-89.9229,-89.9226
0.01,7.3333,-8.3289,11.9302,0.8748,-46.4684,-89.9653,-89.965
0.01,7.3333,-8.3329,11.9343,0.4007,-46.7236,-89.9901,-89.9899
